,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
464,7,4,9,12,4,13,1,4,0,0,0,19,39,0
465,20,4,11,8,2,1,5,4,0,0,0,59,39,0
466,35,4,11,8,0,14,4,4,1,0,0,39,39,0
467,21,4,15,9,2,14,0,4,1,0,0,39,39,0
468,32,4,12,13,2,4,0,4,1,0,55,44,39,1
469,13,4,9,12,2,13,5,4,0,0,0,15,39,1
470,43,4,15,9,4,10,4,4,1,0,0,39,39,1
471,5,0,15,9,4,0,3,4,1,0,0,39,39,0
472,18,4,11,8,4,3,1,4,1,0,0,39,39,0
473,13,4,11,8,4,14,1,4,1,0,0,59,39,0
474,50,4,8,10,0,8,1,4,0,0,0,23,39,0
475,29,4,9,12,4,3,1,4,0,0,0,39,39,0
476,0,4,6,4,4,8,1,4,1,0,0,5,39,0
477,5,4,15,9,4,6,3,4,1,0,0,29,39,0
478,10,4,0,5,4,8,1,4,1,0,0,39,39,0
479,6,4,11,8,4,8,4,4,0,0,0,34,39,0
480,16,4,7,11,2,3,0,4,1,0,0,44,32,0
481,26,6,15,9,2,3,0,4,1,0,0,19,39,0
482,11,7,9,12,4,10,1,4,1,0,0,19,39,0
483,24,4,11,8,3,3,4,4,0,0,0,39,39,0
484,35,0,2,7,4,0,2,2,1,3,0,39,39,0
485,8,4,15,9,3,1,3,2,0,0,0,19,39,0
486,46,0,3,1,2,0,0,4,1,0,0,34,39,0
487,42,2,11,8,2,14,0,4,1,0,0,44,39,0
488,28,2,9,12,0,10,4,4,0,0,0,39,39,0
489,21,4,9,12,2,12,0,4,1,111,0,59,39,1
490,23,4,11,8,4,8,1,4,0,0,0,34,39,0
491,29,1,11,8,0,1,1,4,1,0,0,39,39,0
492,18,4,7,11,4,4,1,4,0,0,0,59,39,0
493,17,4,11,8,0,10,4,4,0,0,0,24,39,0
494,16,4,9,12,4,3,3,4,1,0,0,19,39,0
495,24,4,11,8,0,1,4,4,0,0,0,35,39,0
496,3,4,15,9,4,7,3,4,1,0,0,39,39,0
497,6,4,4,2,4,8,3,4,1,0,0,39,8,0
498,9,4,15,9,4,10,1,4,0,0,0,34,39,0
499,55,0,11,8,2,0,0,4,1,0,0,19,39,0
500,6,2,11,8,4,5,1,4,1,0,0,39,31,0
501,45,2,11,8,2,14,0,4,1,0,0,39,39,0
502,35,4,15,9,2,1,0,4,1,0,0,39,39,0
503,41,4,15,9,0,8,4,4,0,0,0,41,10,0
504,8,4,9,12,4,12,1,4,0,0,0,39,39,0
505,7,4,9,12,4,4,1,2,1,0,0,39,39,0
506,2,4,15,9,4,11,3,4,1,0,0,7,39,0
507,26,4,15,9,2,4,0,4,1,0,0,39,39,0
508,30,2,11,8,5,1,4,2,0,0,0,39,39,0
509,22,4,11,8,0,8,4,4,0,0,0,39,39,0
510,32,4,8,10,3,6,4,4,1,0,14,41,39,0
511,36,0,4,2,6,0,4,2,0,0,0,29,39,0
512,15,4,8,10,4,3,1,4,1,0,0,44,39,0
513,17,4,15,9,2,10,0,4,1,0,0,49,39,1
514,11,4,11,8,0,3,1,4,1,0,0,44,39,0
515,40,0,8,10,6,0,4,4,0,0,0,37,39,0
516,8,4,15,9,4,1,1,0,0,0,0,19,39,0
517,3,0,15,9,4,0,3,4,1,0,0,23,39,0
518,4,0,15,9,4,0,4,4,0,0,0,34,39,0
519,17,4,9,12,2,10,0,4,1,0,0,49,39,1
520,21,5,9,12,2,4,0,4,1,111,0,78,39,1
521,33,4,11,8,2,4,0,4,1,97,0,49,39,1
522,7,2,15,9,0,6,1,2,1,0,0,49,39,0
523,20,2,15,9,2,13,0,4,1,0,0,44,39,1
524,27,4,15,9,0,7,4,4,1,0,0,57,39,1
525,11,4,15,9,2,12,5,4,0,0,0,39,39,0
526,25,4,9,12,2,4,0,4,1,0,0,39,39,1
527,57,4,15,9,0,1,1,4,0,0,0,8,39,0
528,21,6,11,8,2,3,0,4,1,0,0,49,39,0
529,27,6,12,13,2,10,0,4,1,0,0,39,39,0
530,27,4,1,6,0,7,4,3,0,0,0,45,33,0
531,9,4,11,8,4,7,1,4,1,0,0,39,39,0
532,19,4,11,8,2,8,0,2,1,0,0,39,39,0
533,24,4,7,11,2,4,5,4,0,0,0,49,39,1
534,50,4,14,14,2,10,0,4,1,114,0,47,39,1
535,22,2,2,7,2,13,0,4,1,0,0,49,39,0
536,40,4,3,1,6,9,1,2,0,0,0,29,39,0
537,12,4,8,10,5,3,1,4,1,0,0,39,39,0
538,14,5,9,12,4,5,1,4,0,0,0,44,39,0
539,17,0,11,8,4,0,4,2,0,0,0,39,39,0
540,27,4,15,9,2,14,0,4,1,0,0,39,39,0
541,12,4,10,15,4,10,3,4,1,0,0,39,39,0
542,13,4,15,9,4,6,4,4,0,0,0,39,39,0
543,10,4,11,8,4,14,1,4,1,0,0,39,39,0
544,10,4,15,9,2,12,0,4,1,0,0,49,39,0
545,15,4,11,8,4,6,1,4,0,0,0,44,39,0
546,41,4,0,5,2,8,5,4,0,0,0,7,39,0
547,18,2,15,9,2,11,0,4,1,0,0,39,39,0
548,4,4,11,8,4,6,3,4,1,0,0,35,39,0
549,11,4,15,9,4,3,4,4,1,0,0,39,39,0
550,29,6,15,9,0,4,1,4,1,0,0,49,39,0
551,19,6,11,8,5,8,4,4,0,0,0,39,39,0
552,55,4,1,6,6,1,4,4,0,0,0,39,39,0
553,18,4,11,8,2,7,5,2,0,0,0,39,39,0
554,16,1,8,10,0,3,4,2,0,0,0,39,39,1
555,52,4,1,6,4,7,1,4,0,0,0,39,39,0
556,18,4,11,8,2,7,0,4,1,0,0,39,39,0
557,14,4,11,8,5,1,4,4,0,0,0,19,0,0
558,17,4,11,8,2,13,5,4,0,0,0,31,39,0
559,13,4,1,6,2,8,0,4,1,0,0,39,26,0
560,11,4,9,12,4,14,1,4,1,0,0,54,39,0
561,37,4,9,12,2,12,0,4,1,0,0,34,39,1
562,30,4,15,9,2,10,0,4,1,0,0,49,39,1
564,35,6,9,12,2,10,0,4,1,0,0,59,39,1
565,3,4,11,8,4,6,3,0,1,0,0,47,39,0
566,26,5,12,13,2,4,0,4,1,79,0,44,39,0
567,28,4,5,3,5,8,4,4,0,0,0,39,26,0
568,12,6,11,8,5,3,1,4,1,0,0,34,39,0
569,30,4,12,13,0,4,4,4,1,0,0,41,39,0
571,34,4,11,8,2,10,0,4,1,0,0,39,39,0
572,0,4,1,6,4,12,3,4,1,0,0,11,39,0
573,20,4,8,10,2,3,0,4,1,0,55,39,39,1
574,10,4,10,15,4,10,1,4,0,0,0,69,39,0
575,12,4,9,12,2,4,5,4,1,0,0,39,39,1
576,1,0,2,7,4,0,3,4,1,0,0,24,39,0
577,19,6,7,11,0,12,4,4,0,0,0,34,39,0
578,41,2,9,12,4,10,1,4,0,0,0,39,39,0
579,9,6,15,9,2,3,0,4,1,0,0,44,39,0
580,48,0,15,9,2,0,0,4,1,0,0,29,39,1
581,40,4,11,8,2,12,0,4,1,0,0,39,39,1
582,42,4,11,8,2,3,0,4,1,0,0,39,39,0
583,10,4,11,8,2,7,0,4,1,0,0,39,39,0
584,14,6,9,12,4,13,1,4,1,0,0,39,39,0
585,4,4,15,9,4,12,3,4,0,0,0,23,39,0
586,12,4,15,9,4,1,1,4,1,0,0,59,39,0
587,1,4,1,6,4,8,3,4,1,0,0,39,39,0
588,35,4,0,5,2,3,0,4,1,0,50,46,39,1
589,40,5,9,12,0,10,1,4,1,0,0,78,39,0
590,25,0,11,8,2,0,0,4,1,0,0,39,39,0
591,38,0,11,8,2,0,5,1,0,0,0,39,39,0
592,43,4,5,3,4,14,1,4,1,0,0,47,39,1
593,14,4,9,12,2,10,0,4,1,97,0,39,2,1
594,6,4,9,12,4,1,3,4,0,0,0,39,39,0
595,10,4,11,8,4,12,3,4,1,0,0,39,39,0
596,6,0,15,9,4,0,4,0,0,0,0,24,39,0
597,25,6,14,14,2,10,0,4,1,0,51,49,39,1
598,8,4,15,9,4,13,1,4,1,27,0,39,39,0
599,32,4,9,12,4,10,1,4,0,0,0,44,39,0
600,15,4,9,12,4,13,1,4,1,0,0,39,39,0
601,2,4,15,9,4,1,3,4,1,0,0,27,39,0
602,43,4,5,3,0,8,1,4,0,0,0,39,39,0
603,25,2,6,4,2,8,0,4,1,0,0,39,39,0
604,18,6,7,11,4,5,1,4,1,0,0,39,39,0
605,31,4,11,8,4,1,4,2,0,0,0,36,39,0
606,34,4,12,13,2,3,0,4,1,0,0,39,39,1
607,12,4,11,8,4,3,1,0,1,0,0,39,39,0
608,19,2,11,8,5,4,1,2,1,0,0,39,39,0
609,0,4,0,5,4,8,3,4,0,0,0,20,39,0
610,35,4,12,13,0,10,1,4,0,92,0,59,39,0
611,7,4,11,8,4,3,1,4,1,0,0,39,39,0
612,7,4,11,8,2,6,0,4,1,0,0,49,39,0
613,9,2,9,12,4,10,3,4,1,6,0,39,39,0
614,10,4,9,12,4,8,3,4,0,0,0,19,39,0
615,22,4,11,8,4,6,3,4,1,0,0,59,39,0
616,13,4,11,8,2,14,0,2,1,0,0,44,39,0
617,33,6,11,8,2,4,0,4,1,0,0,31,39,0
618,35,5,9,12,2,12,0,4,1,0,0,54,39,0
619,29,4,14,14,2,10,0,4,1,111,0,44,39,1
620,6,4,9,12,4,12,3,4,0,0,0,19,39,0
621,28,4,1,6,6,8,1,2,0,0,0,19,39,0
622,48,4,6,4,6,9,4,2,0,0,0,23,39,0
623,12,4,8,10,2,14,0,4,1,0,0,54,39,0
624,30,4,6,4,3,6,4,4,1,0,0,39,8,0
625,13,4,11,8,4,5,3,2,1,0,0,59,39,0
626,17,4,11,8,2,12,0,4,1,0,0,44,39,1
627,21,6,11,8,2,12,0,4,1,0,0,63,39,0
628,16,4,15,9,2,4,0,4,1,0,0,39,39,1
629,32,4,9,12,2,12,0,4,1,0,0,25,39,1
630,30,6,15,9,4,8,4,2,0,0,0,39,39,0
631,32,2,0,5,5,8,4,2,0,0,0,39,39,0
632,26,4,15,9,2,3,0,4,1,111,0,59,39,1
633,13,4,9,12,2,1,5,2,0,0,0,39,39,1
634,41,6,11,8,2,3,0,4,1,0,0,59,39,0
635,2,4,11,8,4,8,3,4,0,0,0,13,39,0
636,4,4,9,12,4,6,1,4,1,0,0,39,39,0
637,16,4,9,12,2,4,0,4,1,111,0,59,39,1
638,30,5,4,2,2,14,0,4,1,0,0,49,5,0
639,35,6,10,15,2,10,0,4,1,0,0,59,39,1
640,9,4,11,8,0,3,1,4,1,0,0,54,39,0
641,43,4,11,8,2,3,0,4,1,0,0,39,39,0
642,4,4,15,9,4,6,3,4,1,0,0,39,39,0
643,19,4,15,9,2,12,0,4,1,81,0,49,39,1
644,14,4,15,9,2,3,0,4,1,0,0,44,39,0
645,33,5,10,15,5,10,1,4,1,0,0,39,39,1
646,14,2,11,8,0,1,4,4,0,0,0,39,39,0
647,54,4,11,8,2,3,0,4,1,0,0,14,39,0
648,41,0,11,8,2,0,0,4,1,0,0,49,39,0
649,13,7,9,12,2,13,0,4,1,0,0,39,39,1
650,3,4,15,9,4,8,3,4,1,0,0,19,39,0
651,7,4,11,8,4,4,2,4,1,69,0,49,39,0
652,18,4,10,15,2,10,0,1,1,0,0,39,36,1
653,21,7,15,9,5,4,1,4,0,0,0,44,39,0
654,10,4,11,8,4,7,3,4,0,0,0,31,39,0
655,12,7,15,9,4,1,4,1,0,0,0,39,30,0
656,53,0,6,4,6,0,4,4,0,8,0,14,39,0
657,17,4,11,8,2,3,0,4,1,0,0,44,39,0
658,27,4,5,3,2,3,0,4,1,0,0,34,39,0
659,26,4,11,8,2,7,0,4,1,0,0,39,39,1
660,27,6,2,7,2,6,0,2,1,0,0,39,39,1
661,18,4,12,13,4,12,1,4,1,0,0,59,39,0
662,10,4,15,9,4,10,1,4,1,0,0,39,39,0
663,26,2,12,13,4,10,1,4,1,0,0,37,39,0
664,3,4,15,9,4,12,1,4,0,0,0,24,39,0
665,25,4,7,11,0,10,4,4,0,100,0,39,39,1
666,10,7,15,9,2,14,0,4,1,56,0,39,39,0
667,25,4,11,8,2,3,0,2,1,0,0,39,39,1
668,3,0,1,6,3,0,3,1,0,0,43,39,35,0
669,7,4,6,4,4,7,1,4,1,0,37,39,39,0
670,31,1,15,9,0,4,1,4,1,0,0,39,39,0
671,0,0,1,6,4,0,3,4,0,0,0,19,39,0
672,0,6,1,6,4,5,3,4,1,0,0,9,39,0
674,33,5,11,8,2,12,0,4,1,0,0,49,39,1
675,5,4,11,8,4,12,3,4,0,41,0,39,39,0
676,0,4,2,7,4,8,3,4,1,0,0,15,39,0
677,15,4,15,9,2,1,0,4,1,0,0,39,26,0
678,14,4,11,8,4,3,1,4,1,0,0,44,39,0
679,41,6,11,8,6,4,1,4,1,0,0,49,39,0
680,12,2,11,8,4,11,3,4,1,0,0,47,39,0
681,20,4,8,10,2,3,0,4,1,0,0,39,32,1
682,17,6,11,8,2,3,0,4,1,0,0,39,39,1
683,6,2,15,9,5,4,4,2,1,0,0,39,39,0
684,1,7,1,6,4,1,3,4,0,0,0,4,39,0
685,17,4,11,8,0,4,1,4,0,0,0,39,39,0
686,49,0,5,3,4,0,1,4,1,0,0,3,39,0
687,28,2,9,12,2,10,5,4,0,0,0,54,39,0
688,24,4,12,13,4,4,1,4,1,0,0,34,6,0
689,9,4,11,8,4,8,2,4,1,0,0,29,39,0
690,37,2,15,9,2,5,0,4,1,0,0,39,39,0
691,7,4,15,9,4,7,3,2,0,0,0,44,39,0
692,25,4,15,9,2,10,0,4,1,0,0,49,39,0
693,3,4,15,9,4,10,3,4,1,0,0,19,39,0
694,6,7,9,12,4,13,1,4,0,0,0,19,39,0
695,8,0,7,11,4,0,2,4,1,0,0,44,39,0
696,18,4,12,13,4,10,1,4,1,0,0,59,39,1
697,14,4,12,13,2,13,0,4,1,0,51,39,39,1
698,13,4,9,12,4,10,3,4,0,0,0,39,31,0
699,2,4,11,8,4,12,3,4,0,0,0,19,39,0
700,19,2,9,12,4,10,1,4,1,0,0,49,39,0
701,14,4,9,12,6,12,4,4,0,0,14,39,5,0
702,4,4,15,9,4,6,3,4,1,0,0,29,39,0
703,14,6,15,9,2,3,0,4,1,0,0,39,39,0
704,29,4,10,15,0,10,4,4,0,117,0,64,39,1
705,27,4,9,12,0,4,3,4,0,0,0,49,39,1
706,23,4,2,7,2,8,0,2,1,0,0,39,23,0
707,28,4,15,9,4,12,1,2,1,0,0,39,39,0
708,43,4,11,8,2,3,0,4,1,0,0,34,39,0
709,1,4,1,6,4,8,2,4,1,0,0,24,39,0
710,11,4,9,12,2,10,0,4,1,0,0,39,39,0
711,19,4,15,9,0,1,4,2,0,0,0,39,39,0
712,19,4,9,12,5,10,1,4,1,0,0,39,0,0
713,23,4,8,10,2,13,0,4,1,70,0,39,39,0
714,19,2,9,12,0,1,4,4,0,0,0,34,16,0
715,14,4,11,8,5,8,4,2,0,0,0,39,39,0
716,16,4,11,8,2,7,0,4,1,0,0,39,39,0
717,2,7,11,8,4,13,3,4,0,0,0,39,39,0
718,5,4,15,9,4,12,3,4,0,0,0,14,39,0
719,17,4,9,12,2,4,0,4,1,0,0,44,39,1
720,16,4,11,8,4,8,1,4,1,0,0,39,39,0
721,24,4,11,8,2,3,0,4,1,0,60,59,39,0
722,12,4,9,12,4,10,1,4,1,73,0,39,39,0
723,33,2,11,8,2,4,0,4,1,0,0,41,39,1
724,25,4,9,12,2,4,0,4,1,94,0,44,39,1
725,26,4,9,12,4,10,1,4,1,0,0,39,0,1
726,27,4,11,8,2,12,5,4,0,0,0,39,39,0
727,3,4,15,9,4,8,1,4,0,0,0,19,39,0
728,14,4,11,8,2,8,0,4,1,0,0,39,26,0
729,48,6,1,6,2,4,0,4,1,101,0,58,0,1
730,6,4,15,9,4,8,1,4,0,0,0,23,39,0
731,38,4,15,9,0,1,1,1,0,0,0,39,39,0
732,9,4,8,10,2,1,0,4,1,0,79,44,39,0
733,8,4,8,10,4,8,3,4,0,0,0,14,39,0
734,28,0,15,9,2,0,5,2,0,0,0,39,39,0
735,18,4,15,9,2,3,0,4,1,36,0,39,39,0
736,19,4,15,9,4,12,1,2,0,0,0,35,39,0
737,26,7,9,12,2,10,0,4,1,0,0,49,39,0
738,39,4,11,8,6,8,4,2,0,3,0,19,39,0
739,25,4,9,12,2,13,0,4,1,0,0,39,39,1
740,2,4,15,9,4,8,2,4,0,0,0,24,39,0
741,38,6,11,8,2,14,0,4,1,0,0,70,39,0
742,25,4,12,13,4,4,1,4,0,108,0,49,39,1
743,9,4,8,10,4,13,3,4,1,0,0,39,39,0
744,0,4,2,7,4,6,3,4,1,0,0,19,39,0
745,25,2,9,12,2,10,5,4,0,0,0,39,39,1
746,38,4,11,8,2,14,0,4,1,97,0,39,39,1
747,15,4,15,9,4,1,3,2,0,0,0,39,39,0
748,12,4,1,6,4,3,3,2,1,0,0,39,14,0
749,29,7,9,12,2,10,0,4,1,0,0,36,39,0
750,12,7,9,12,2,4,0,4,1,97,0,39,39,1
751,5,4,9,12,4,10,4,4,1,0,0,19,39,0
752,41,6,0,5,2,3,0,4,1,0,0,39,39,0
753,6,4,11,8,4,14,4,4,1,0,0,49,39,0
754,22,4,11,8,4,6,1,4,1,0,0,39,39,0
755,10,4,8,10,4,3,3,4,1,0,0,37,39,0
756,37,4,11,8,2,14,0,4,1,0,0,39,39,1
757,16,2,9,12,4,10,1,4,0,0,0,44,39,0
758,29,1,11,8,2,1,5,4,0,0,0,39,39,1
759,20,4,11,8,4,5,1,2,1,0,0,39,39,0
760,19,4,11,8,4,8,1,4,0,0,0,17,39,0
761,42,2,11,8,2,1,5,4,0,0,0,37,39,1
762,17,2,11,8,0,11,4,4,1,0,0,39,32,0
763,36,5,10,15,2,4,0,4,1,0,0,69,39,1
764,34,4,9,12,4,12,1,4,1,0,0,54,39,1
765,15,4,0,5,5,8,4,4,0,0,0,41,39,0
766,14,7,15,9,3,8,2,4,1,0,0,39,39,0
767,5,4,15,9,2,12,5,4,0,0,0,29,11,0
768,30,6,9,12,0,12,1,4,0,0,0,49,39,0
769,15,4,11,8,4,7,1,4,1,0,0,39,39,0
770,9,4,15,9,4,5,1,4,0,0,0,37,39,0
771,20,4,4,2,5,5,1,4,1,0,0,31,13,0
772,14,4,11,8,0,3,4,4,1,0,0,54,39,0
773,20,4,8,10,2,13,5,4,0,0,0,23,39,1
774,38,4,11,8,4,12,1,4,1,0,0,37,39,0
775,6,2,8,10,0,13,1,4,1,0,0,55,39,0
776,19,4,15,9,0,1,4,4,0,0,0,39,39,0
777,17,4,12,13,2,10,0,4,1,0,0,39,0,0
778,26,4,9,12,2,12,0,4,1,0,0,49,39,1
779,37,4,15,9,4,13,1,4,1,0,0,39,39,0
780,26,7,15,9,2,3,0,4,1,0,0,39,0,0
781,11,4,8,10,4,7,1,4,0,0,34,41,39,0
782,23,4,8,10,2,4,0,4,1,0,0,49,39,1
783,24,6,15,9,2,4,0,4,1,0,0,59,39,0
784,23,4,9,12,4,12,1,3,0,0,0,54,39,1
785,25,4,15,9,0,1,1,2,0,0,0,37,39,0
786,44,6,11,8,2,5,0,4,1,0,78,49,39,0
787,1,4,2,7,4,7,3,4,1,0,0,29,39,0
788,42,0,11,8,2,0,0,4,1,0,0,15,39,0
789,4,0,11,8,4,0,1,4,0,6,0,39,39,0
790,31,4,8,10,2,13,0,4,1,0,0,49,39,1
791,24,5,9,12,2,13,0,4,1,0,0,39,39,0
792,1,0,15,9,4,0,3,4,1,0,0,32,39,0
793,6,4,11,8,4,12,1,4,0,38,0,39,39,0
794,43,4,11,8,2,14,0,4,1,0,0,59,39,1
795,5,4,15,9,4,8,2,2,1,0,0,19,39,0
796,44,4,11,8,2,7,0,4,1,0,0,39,39,0
797,8,4,11,8,4,7,1,2,1,0,0,39,39,0
798,29,4,12,13,4,13,1,4,1,0,0,34,39,1
799,26,4,9,12,2,4,0,4,1,0,51,39,9,1
800,26,4,7,11,0,3,1,4,1,0,0,39,39,0
801,7,4,11,8,4,8,3,2,1,0,37,29,39,0
802,51,6,1,6,4,5,4,4,1,0,0,19,39,0
803,14,4,11,8,0,1,4,4,0,0,0,37,39,0
804,0,4,1,6,4,12,3,4,0,0,0,19,39,0
805,15,4,11,8,2,3,0,4,1,81,0,47,39,1
806,33,0,12,13,3,0,2,4,1,0,0,39,39,0
807,16,4,9,12,2,10,0,4,1,52,0,46,39,1
808,47,4,9,12,2,10,0,4,1,0,0,39,39,1
809,3,4,11,8,4,14,3,4,1,0,0,29,39,0
810,13,4,11,8,5,8,3,4,0,0,0,35,39,0
811,5,0,15,9,4,0,3,2,1,0,0,39,39,0
812,26,4,15,9,0,4,1,4,1,0,0,44,39,0
813,5,4,15,9,4,1,3,4,1,0,0,39,39,0
814,0,4,0,5,4,5,3,4,1,0,0,19,39,0
815,30,6,11,8,2,8,5,4,0,0,0,73,22,0
816,24,4,8,10,4,10,1,4,0,0,0,59,39,0
817,39,4,15,9,2,3,0,4,1,0,0,49,39,1
818,47,4,11,8,2,14,0,4,1,0,0,44,39,0
819,30,4,11,8,2,14,0,4,1,0,0,49,39,1
820,31,4,8,10,4,1,4,4,1,0,0,39,39,0
821,14,4,12,13,4,10,1,4,0,0,0,45,39,0
822,12,4,8,10,4,13,3,4,1,0,0,39,39,0
823,13,4,11,8,6,1,1,4,0,0,0,39,39,0
824,15,4,11,8,2,4,0,4,1,0,35,59,39,0
825,40,4,11,8,6,14,4,4,1,0,6,41,39,1
826,45,4,11,8,6,8,1,4,0,0,0,39,39,0
827,22,4,11,8,5,7,4,4,0,0,0,23,39,0
828,26,4,15,9,4,1,1,4,1,0,0,24,39,0
829,7,5,9,12,4,12,3,4,1,0,0,39,39,0
830,25,0,1,6,2,0,0,4,1,0,0,14,39,0
831,36,4,15,9,2,1,5,4,0,70,0,39,39,1
832,9,4,15,9,4,6,3,4,1,0,0,39,39,0
833,56,6,11,8,2,4,0,4,1,0,0,39,39,0
834,55,0,1,6,6,0,1,4,0,0,0,23,39,0
835,38,4,11,8,2,7,0,4,1,0,0,39,39,0
836,8,4,11,8,0,1,1,4,1,0,0,39,39,0
837,24,4,9,12,0,10,1,4,0,0,0,49,39,1
838,7,4,9,12,4,4,1,4,1,0,0,49,39,0
839,46,4,11,8,6,5,1,4,1,0,0,5,39,0
840,0,4,1,6,4,12,3,4,1,0,0,19,39,0
841,18,4,15,9,2,3,0,4,1,0,0,49,39,0
842,34,4,15,9,2,10,0,4,1,0,0,39,39,1
843,45,2,9,12,6,10,1,4,0,0,0,47,39,0
844,38,4,11,8,2,3,0,4,1,70,0,39,39,1
845,26,4,15,9,0,10,1,4,1,0,0,39,39,0
846,23,2,11,8,0,8,1,4,0,0,0,49,39,0
847,20,4,9,12,2,4,0,4,1,0,0,44,39,1
848,22,4,9,12,2,3,0,4,1,0,0,39,39,0
849,14,4,11,8,4,3,3,4,1,0,0,17,39,0
850,44,4,12,13,6,10,1,4,0,0,0,39,39,1
851,9,4,8,10,0,1,1,4,0,0,0,54,39,0
852,29,6,11,8,2,12,0,4,1,0,0,49,39,0
853,9,4,9,12,4,10,1,4,0,0,0,39,39,0
854,31,7,10,15,0,10,3,4,1,0,0,49,39,1
855,17,4,11,8,4,14,3,4,1,0,0,39,39,0
856,17,2,11,8,4,1,3,4,0,0,0,39,39,0
857,42,4,11,8,2,8,0,4,1,0,0,39,39,1
858,17,4,9,12,4,10,3,4,0,0,0,39,39,0
859,32,4,9,12,4,4,1,4,0,0,0,55,39,1
860,1,4,1,6,4,1,3,4,0,0,0,19,39,0
861,26,4,11,8,2,5,0,4,1,0,0,39,26,0
862,31,4,1,6,2,4,0,4,1,0,0,49,39,0
863,11,5,15,9,2,4,0,4,1,0,0,69,39,0
865,7,4,15,9,4,12,1,4,0,0,0,14,39,0
866,4,4,0,5,4,6,1,4,1,0,0,39,39,0
867,0,4,1,6,4,12,3,4,1,0,0,27,39,0
868,22,4,15,9,2,5,0,4,1,0,0,49,39,1
869,12,6,9,12,5,10,3,4,1,0,0,39,39,0
870,27,4,9,12,2,4,0,4,1,0,0,39,39,1
871,7,4,15,9,4,14,3,4,1,0,0,49,39,0
872,54,6,12,13,2,12,0,4,1,105,0,39,39,1
873,34,6,9,12,2,12,0,1,1,0,81,39,3,1
874,38,4,4,2,0,8,4,2,1,0,0,24,39,0
875,24,4,9,12,2,4,0,4,1,0,0,59,39,1
876,6,4,11,8,4,6,4,2,0,0,0,6,39,0
877,21,4,8,10,0,1,4,4,0,0,0,39,39,0
878,22,4,11,8,2,14,0,4,1,0,0,39,39,1
879,2,4,11,8,4,1,1,4,0,0,0,29,39,0
880,32,4,6,4,0,7,1,4,0,0,0,39,39,0
881,15,4,9,12,2,1,2,4,1,0,0,39,30,1
882,10,4,11,8,2,3,0,4,1,0,0,69,39,0
883,21,4,9,12,2,12,0,4,1,0,0,49,39,1
884,16,4,15,9,2,3,5,4,0,0,0,59,39,0
885,46,0,15,9,2,0,0,4,1,0,0,14,39,0
886,6,4,9,12,4,4,3,4,1,0,0,27,39,0
887,16,5,15,9,2,3,0,4,1,0,0,59,0,0
888,37,6,11,8,2,12,0,2,1,0,0,39,39,0
889,12,4,8,10,0,13,1,4,0,27,0,44,39,0
890,31,0,15,9,0,0,4,2,0,0,0,29,39,0
891,18,6,9,12,4,4,1,4,1,0,0,39,39,0
892,11,4,8,10,2,1,5,1,0,0,0,39,19,0
893,20,4,9,12,2,10,0,4,1,97,0,49,39,1
894,25,6,14,14,2,5,0,4,1,0,0,64,39,1
895,23,4,12,13,2,10,0,4,1,0,0,39,39,0
896,30,4,15,9,0,12,3,4,1,0,0,54,39,0
897,5,4,9,12,4,4,3,4,0,0,0,49,39,0
898,13,4,9,12,2,4,0,4,1,0,0,44,39,1
899,11,4,11,8,2,13,0,4,1,0,0,39,39,0
900,46,2,5,3,2,8,0,4,1,0,0,54,39,0
901,34,6,6,4,2,3,0,4,1,0,0,19,39,0
902,5,4,11,8,4,6,3,4,0,0,0,39,39,0
903,10,0,7,11,2,0,3,0,1,0,0,39,39,0
904,18,4,11,8,4,12,1,4,1,0,0,44,39,0
905,29,4,11,8,0,7,1,4,0,0,0,37,39,0
906,20,4,15,9,0,7,1,4,1,0,0,51,39,0
907,7,4,9,12,4,10,3,2,1,0,0,14,39,0
908,20,6,11,8,0,6,3,4,1,0,0,9,39,0
909,36,4,15,9,2,13,0,4,1,0,0,39,39,0
910,10,4,11,8,4,12,1,4,1,0,0,29,39,0
911,21,4,15,9,0,3,1,4,1,0,0,43,39,0
912,36,6,0,5,2,5,0,4,1,0,0,59,39,0
913,17,4,15,9,4,3,1,4,1,0,0,39,39,0
914,6,4,11,8,4,12,3,2,1,0,0,39,39,0
915,22,4,9,12,2,4,0,4,1,111,0,44,39,1
916,26,4,12,13,2,10,5,1,0,0,0,49,35,0
917,50,5,11,8,2,4,0,1,1,0,0,39,39,1
918,64,6,11,8,2,4,0,4,1,0,0,29,39,0
919,4,4,15,9,4,8,3,4,1,0,0,19,39,0
920,6,4,15,9,4,12,1,4,1,0,0,24,39,0
921,8,4,15,9,4,14,4,4,1,0,0,39,39,0
922,25,4,4,2,2,7,5,4,0,0,0,37,26,0
923,21,4,15,9,2,1,5,2,0,0,0,39,39,0
924,47,0,11,8,2,0,0,4,1,0,0,4,39,0
925,15,4,11,8,2,7,0,4,1,0,0,39,39,0
926,20,4,11,8,2,7,0,4,1,0,0,39,39,0
927,34,4,12,13,2,4,0,4,1,0,0,59,39,1
928,5,4,15,9,4,12,1,4,0,0,0,41,39,0
929,16,4,3,1,3,9,1,4,0,0,0,39,13,0
930,25,4,11,8,0,7,1,4,1,0,0,54,39,0
931,2,0,15,9,4,0,3,4,0,0,0,9,39,0
